# List of all primitive integral solutions of the Thue-Mahler equations
# f(x,y) = z, where
# f is any reduced binary cubic with non-zero discriminant bounded by |D(f)| <= 700,
# such that only primes dividing z are among S, where
# S is the set of the first 3 primes.
# Note that some GL_2(Z)-equivalence classes of forms may have several reduced representatives.
# It contains 30460 pairs in total.
# Format: "(x,y)".
# Computing this list took 1379 seconds.
# Authors: Rafael von Känel and Benjamin Matschke, 2015.
# License: Creative commons 3.0 by-nc.
#
# (a,b,c,d) = (-175,0,1,0) and D = -700:
#
(-5,-1)
(-5,1)
(-2,-25)
(-2,-5)
(-2,5)
(-2,25)
(-1,-13)
(-1,-11)
(-1,-10)
(-1,-5)
(-1,5)
(-1,10)
(-1,11)
(-1,13)
(1,-65)
(1,-25)
(1,-20)
(1,-16)
(1,-15)
(1,15)
(1,16)
(1,20)
(1,25)
(1,65)
(3,-40)
(3,40)
(4,-145)
(4,-55)
(4,-53)
(4,53)
(4,55)
(4,145)
(5,-2188)
(5,2188)
(8,-115)
(8,115)
(32,-431)
(32,431)
(48,-635)
(48,635)
#
# (a,b,c,d) = (1,3,-4,-1) and D = -697:
#
(-154,39)
(-2,7)
(-1,-1)
(-1,1)
(0,-1)
(1,0)
(3,2)
(4,-1)
(7,6)
#
# (a,b,c,d) = (-174,1,1,0) and D = -697:
#
(-25,-314)
(-25,-237)
(-25,262)
(-25,339)
(-10,-127)
(-10,137)
(-5,-61)
(-5,66)
(-3,-38)
(-3,-31)
(-3,34)
(-3,41)
(-1,-12)
(-1,-10)
(-1,-5)
(-1,-3)
(-1,4)
(-1,6)
(-1,11)
(-1,13)
(1,-182)
(1,-78)
(1,-22)
(1,-15)
(1,-14)
(1,13)
(1,14)
(1,21)
(1,77)
(1,181)
(5,-119)
(5,114)
(8,-113)
(8,105)
(25,-343)
(25,318)
(27,-370)
(27,343)
#
# (a,b,c,d) = (-174,0,1,0) and D = -696:
#
(-81,-1067)
(-81,1067)
(-1,-13)
(-1,-12)
(-1,-7)
(-1,7)
(-1,12)
(-1,13)
(1,-18)
(1,18)
(4,-53)
(4,53)
(5,-66)
(5,66)
(6,-83)
(6,83)
#
# (a,b,c,d) = (-173,1,1,0) and D = -693:
#
(1,-14)
(1,13)
(3,-41)
(3,38)
(80,-1093)
(80,1013)
#
# (a,b,c,d) = (-173,0,1,0) and D = -692:
#
(-1,-13)
(-1,13)
#
# (a,b,c,d) = (-172,1,1,0) and D = -689:
#
(-5,-63)
(-5,-12)
(-5,17)
(-5,68)
(-2,-7)
(-2,9)
(-1,-12)
(-1,-11)
(-1,-8)
(-1,-3)
(-1,4)
(-1,9)
(-1,12)
(-1,13)
(1,-317)
(1,-29)
(1,-17)
(1,-14)
(1,13)
(1,16)
(1,28)
(1,316)
(3,-812)
(3,-76)
(3,-52)
(3,-44)
(3,-41)
(3,38)
(3,41)
(3,49)
(3,73)
(3,809)
(8,-109)
(8,101)
(9,-281)
(9,-133)
(9,124)
(9,272)
(25,-341)
(25,316)
(27,-368)
(27,341)
(32,-769)
(32,737)
(729,-10261)
(729,9532)
#
# (a,b,c,d) = (-172,0,1,0) and D = -688:
#
(-9,-118)
(-9,118)
(-1,-13)
(-1,-10)
(-1,-8)
(-1,8)
(-1,10)
(-1,13)
(1,-46)
(1,-14)
(1,14)
(1,46)
(4,-59)
(4,59)
(5,-68)
(5,68)
(125,-2026)
(125,2026)
#
# (a,b,c,d) = (-21,2,2,0) and D = -688:
#
(-9,-25)
(-9,34)
(-4,-11)
(-4,15)
(-2,-3)
(-2,5)
(-1,-2)
(-1,3)
(1,-12)
(1,-4)
(1,3)
(1,11)
(10,-39)
(10,29)
(16,-67)
(16,51)
(125,-569)
(125,444)
#
# (a,b,c,d) = (-171,1,1,0) and D = -685:
#
(-128,-1611)
(-128,1739)
(-8,-1)
(-8,9)
(-2,-25)
(-2,27)
(-1,-12)
(-1,-9)
(-1,10)
(-1,13)
(1,-18)
(1,17)
(5,-68)
(5,63)
(16,-2205)
(16,2189)
#
# (a,b,c,d) = (-171,0,1,0) and D = -684:
#
(-512,-6693)
(-512,6693)
(-256,-2091)
(-256,2091)
(-32,-417)
(-32,417)
(-27,-353)
(-27,353)
(-16,-201)
(-16,201)
(-8,-87)
(-8,-3)
(-8,3)
(-8,87)
(-4,-51)
(-4,-39)
(-4,39)
(-4,51)
(-3,-17)
(-3,17)
(-2,-21)
(-2,-3)
(-2,3)
