"r","f(r)","w(r)","a","f(a)","w(a)","b","f(b)","w(b)","c","f(c)","w(c)"
497668710,"2*3*5*7*11*17*19*23*29",9,2681869,"17^1*19^3*23^1",3,10458756,"2^2*3^2*7^4*11^2",4,13140625,"5^6*29^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,2724106,"2^1*7^3*11^1*19^2",4,7041519,"3^3*17^1*23^2*29^1",4,9765625,"5^10",1
497668710,"2*3*5*7*11*17*19*23*29",9,2997440,"2^6*5^1*17^1*19^1*29^1",5,15944049,"3^2*11^6",2,18941489,"7^7*23^1",2
497668710,"2*3*5*7*11*17*19*23*29",9,3068200,"2^3*5^2*23^2*29^1",4,3697001,"7^2*11^1*19^3",3,6765201,"3^4*17^4",2
497668710,"2*3*5*7*11*17*19*23*29",9,3581577,"3^6*17^3",2,6982823,"19^2*23^1*29^2",3,10564400,"2^4*5^2*7^4*11^1",4
497668710,"2*3*5*7*11*17*19*23*29",9,4430914,"2^1*17^1*19^4",3,15243125,"5^4*29^3",2,19674039,"3^1*7^2*11^1*23^3",4
497668710,"2*3*5*7*11*17*19*23*29",9,5250987,"3^7*7^4",2,5363738,"2^1*17^1*19^3*23^1",4,10614725,"5^2*11^4*29^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,5285401,"11^4*19^2",2,6624000,"2^8*3^2*5^3*23^1",4,11909401,"7^2*17^2*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,9340191,"3^5*7^1*17^2*19^1",4,151568384,"2^14*11^1*29^2",3,160908575,"5^2*23^5",2
497668710,"2*3*5*7*11*17*19*23*29",9,21316689,"3^10*19^2",2,22865920,"2^11*5^1*7^1*11^1*29^1",5,44182609,"17^4*23^2",2
497668710,"2*3*5*7*11*17*19*23*29",9,25754112,"2^9*3^7*23^1",3,228451763,"17^1*19^1*29^4",3,254205875,"5^3*7^5*11^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,25865973,"3^4*7^5*19^1",3,1241796875,"5^8*11^1*17^2",3,1267662848,"2^16*23^1*29^2",3
497668710,"2*3*5*7*11*17*19*23*29",9,38758657,"7^3*17^3*23^1",3,102041343,"3^3*19^4*29^1",3,140800000,"2^12*5^5*11^1",3
497668710,"2*3*5*7*11*17*19*23*29",9,40262750,"2^1*5^3*11^5",3,80874049,"17^2*23^4",2,121136799,"3^1*7^1*19^3*29^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,56689952,"2^5*11^6",2,81337315,"5^1*23^1*29^4",3,138027267,"3^3*7^2*17^2*19^2",4
497668710,"2*3*5*7*11*17*19*23*29",9,746101125,"3^5*5^3*7^1*11^2*29^1",5,893871739,"19^7",1,1639972864,"2^22*17^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3,"3^1",1,1584125,"5^3*19^1*23^1*29^1",4,1584128,"2^10*7^1*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4,"2^2",1,442221,"3^1*13^1*17^1*23^1*29^1",5,442225,"5^2*7^2*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,17,"17^1",1,216108,"2^2*3^4*23^1*29^1",4,216125,"5^3*7^1*13^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,23,"23^1",1,7140,"2^2*3^1*5^1*7^1*17^1",5,7163,"13^1*19^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,64,"2^6",1,997101,"3^2*7^3*17^1*19^1",4,997165,"5^1*13^1*23^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,65,"5^1*13^1",2,22678,"2^1*17^1*23^1*29^1",4,22743,"3^2*7^1*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,65,"5^1*13^1",2,42826,"2^1*7^2*19^1*23^1",4,42891,"3^1*17^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,115,"5^1*23^1",2,300237,"3^1*7^1*17^1*29^2",4,300352,"2^6*13^1*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,116,"2^2*29^1",2,14535,"3^2*5^1*17^1*19^1",4,14651,"7^2*13^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,117,"3^2*13^1",2,50575,"5^2*7^1*17^2",3,50692,"2^2*19^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,117,"3^2*13^1",2,260680,"2^3*5^1*7^3*19^1",4,260797,"17^1*23^2*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,135,"3^3*5^1",2,215306,"2^1*7^2*13^3",3,215441,"17^1*19^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,161,"7^1*23^1",2,143650,"2^1*5^2*13^2*17^1",4,143811,"3^2*19^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,174,"2^1*3^1*29^1",3,4025,"5^2*7^1*23^1",3,4199,"13^1*17^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,184,"2^3*23^1",2,30875,"5^3*13^1*19^1",3,31059,"3^2*7^1*17^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,189,"3^3*7^1",2,28405,"5^1*13^1*19^1*23^1",4,28594,"2^1*17^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,203,"7^1*29^1",2,179860,"2^2*5^1*17^1*23^2",4,180063,"3^6*13^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,221,"13^1*17^1",2,7714,"2^1*7^1*19^1*29^1",4,7935,"3^1*5^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,224,"2^5*7^1",2,11115,"3^2*5^1*13^1*19^1",4,11339,"17^1*23^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,224,"2^5*7^1",2,141151,"17^1*19^2*23^1",3,141375,"3^1*5^3*13^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,245,"5^1*7^2",2,1423539,"3^2*13^1*23^3",3,1423784,"2^3*17^1*19^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,247,"13^1*19^1",2,56448,"2^7*3^2*7^2",3,56695,"5^1*17^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,260,"2^2*5^1*13^1",3,2001,"3^1*23^1*29^1",3,2261,"7^1*17^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,272,"2^4*17^1",2,111853,"7^1*19^1*29^2",3,112125,"3^1*5^3*13^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,285,"3^1*5^1*19^1",3,25636,"2^2*13^1*17^1*29^1",4,25921,"7^2*23^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,299,"13^1*23^1",2,19285,"5^1*7^1*19^1*29^1",4,19584,"2^7*3^2*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,323,"17^1*19^1",2,15225,"3^1*5^2*7^1*29^1",4,15548,"2^2*13^2*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,348,"2^2*3^1*29^1",3,8645,"5^1*7^1*13^1*19^1",4,8993,"17^1*23^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,357,"3^1*7^1*17^1",3,202768,"2^4*19^1*23^1*29^1",4,203125,"5^6*13^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,391,"17^1*23^1",2,6525,"3^2*5^2*29^1",3,6916,"2^2*7^1*13^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,475,"5^2*19^1",2,2262,"2^1*3^1*13^1*29^1",4,2737,"7^1*17^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,493,"17^1*29^1",2,18032,"2^4*7^2*23^1",3,18525,"3^1*5^2*13^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,494,"2^1*13^1*19^1",3,7395,"3^1*5^1*17^1*29^1",4,7889,"7^3*23^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,504,"2^3*3^2*7^1",3,63365,"5^1*19^1*23^1*29^1",4,63869,"13^1*17^3",2
588153930,"2*3*5*7*13*17*19*23*29",9,522,"2^1*3^2*29^1",3,73853,"13^2*19^1*23^1",3,74375,"5^4*7^1*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,529,"23^2",1,17255,"5^1*7^1*17^1*29^1",4,17784,"2^3*3^2*13^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,551,"19^1*29^1",2,10465,"5^1*7^1*13^1*23^1",4,11016,"2^3*3^4*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,551,"19^1*29^1",2,24565,"5^1*17^3",2,25116,"2^2*3^1*7^1*13^1*23^1",5
588153930,"2*3*5*7*13*17*19*23*29",9,551,"19^1*29^1",2,41769,"3^3*7^1*13^1*17^1",4,42320,"2^4*5^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,551,"19^1*29^1",2,49980,"2^2*3^1*5^1*7^2*17^1",5,50531,"13^3*23^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,551,"19^1*29^1",2,62400,"2^6*3^1*5^2*13^1",4,62951,"7^1*17^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,560,"2^4*5^1*7^1",3,54027,"3^4*23^1*29^1",3,54587,"13^2*17^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,575,"5^2*23^1",2,1591288,"2^3*19^3*29^1",3,1591863,"3^1*7^4*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,625,"5^4",1,214149,"3^1*13^1*17^2*19^1",4,214774,"2^1*7^1*23^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,646,"2^1*17^1*19^1",3,251459,"13^1*23^1*29^2",3,252105,"3^1*5^1*7^5",3
588153930,"2*3*5*7*13*17*19*23*29",9,663,"3^1*13^1*17^1",3,667,"23^1*29^1",2,1330,"2^1*5^1*7^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,667,"23^1*29^1",2,380133,"3^4*13^1*19^2",3,380800,"2^7*5^2*7^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,667,"23^1*29^1",2,2000033,"7^6*17^1",2,2000700,"2^2*3^4*5^2*13^1*19^1",5
588153930,"2*3*5*7*13*17*19*23*29",9,684,"2^2*3^2*19^1",3,1955,"5^1*17^1*23^1",3,2639,"7^1*13^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,714,"2^1*3^1*7^1*17^1",4,15341,"23^2*29^1",2,16055,"5^1*13^2*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,725,"5^2*29^1",2,32487,"3^1*7^2*13^1*17^1",4,33212,"2^2*19^2*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,725,"5^2*29^1",2,52003,"7^1*17^1*19^1*23^1",4,52728,"2^3*3^1*13^3",3
588153930,"2*3*5*7*13*17*19*23*29",9,725,"5^2*29^1",2,267501,"3^1*13^1*19^3",3,268226,"2^1*7^3*17^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,728,"2^3*7^1*13^1",3,8265,"3^1*5^1*19^1*29^1",4,8993,"17^1*23^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,760,"2^3*5^1*19^1",3,2691,"3^2*13^1*23^1",3,3451,"7^1*17^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,765,"3^2*5^1*17^1",3,15979,"19^1*29^2",2,16744,"2^3*7^1*13^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,784,"2^4*7^2",2,1456611,"3^1*13^4*17^1",3,1457395,"5^1*19^1*23^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,805,"5^1*7^1*23^1",3,24389,"29^3",1,25194,"2^1*3^1*13^1*17^1*19^1",5
588153930,"2*3*5*7*13*17*19*23*29",9,812,"2^2*7^1*29^1",3,1694173,"13^1*19^4",2,1694985,"3^1*5^1*17^3*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,833,"7^2*17^1",2,2755,"5^1*19^1*29^1",3,3588,"2^2*3^1*13^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,841,"29^2",1,150765,"3^1*5^1*19^1*23^2",4,151606,"2^1*7^3*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,867,"3^1*17^2",2,2990,"2^1*5^1*13^1*23^1",4,3857,"7^1*19^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,867,"3^1*17^2",2,680485,"5^1*13^1*19^2*29^1",4,681352,"2^3*7^1*23^3",3
588153930,"2*3*5*7*13*17*19*23*29",9,875,"5^3*7^1",2,19227,"3^1*13^1*17^1*29^1",4,20102,"2^1*19^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,884,"2^2*13^1*17^1",3,2175,"3^1*5^2*29^1",3,3059,"7^1*19^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,897,"3^1*13^1*23^1",3,3625,"5^3*29^1",2,4522,"2^1*7^1*17^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,931,"7^2*19^1",2,1051250,"2^1*5^4*29^2",3,1052181,"3^2*13^1*17^1*23^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,969,"3^1*17^1*19^1",3,2366,"2^1*7^1*13^2",3,3335,"5^1*23^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,988,"2^2*13^1*19^1",3,107387,"7^1*23^2*29^1",3,108375,"3^1*5^3*17^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,1015,"5^1*7^1*29^1",3,185679,"3^3*13^1*23^2",3,186694,"2^1*17^3*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1071,"3^2*7^1*17^1",3,7600,"2^4*5^2*19^1",3,8671,"13^1*23^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1102,"2^1*19^1*29^1",3,1173,"3^1*17^1*23^1",3,2275,"5^2*7^1*13^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1102,"2^1*19^1*29^1",3,583443,"3^5*7^4",2,584545,"5^1*13^1*17^1*23^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,1127,"7^2*23^1",2,2152960,"2^9*5^1*29^2",3,2154087,"3^3*13^1*17^1*19^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,1134,"2^1*3^4*7^1",3,31409375,"5^5*19^1*23^2",3,31410509,"13^3*17^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,1150,"2^1*5^2*23^1",3,42959,"7^1*17^1*19^2",3,44109,"3^2*13^2*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1156,"2^2*17^2",2,717899,"7^4*13^1*23^1",3,719055,"3^2*5^1*19^1*29^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,1183,"7^1*13^2",2,15243125,"5^4*29^3",2,15244308,"2^2*3^3*17^1*19^2*23^1",5
588153930,"2*3*5*7*13*17*19*23*29",9,1235,"5^1*13^1*19^1",3,24157,"7^2*17^1*29^1",3,25392,"2^4*3^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,1250,"2^1*5^4",2,12673,"19^1*23^1*29^1",3,13923,"3^2*7^1*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1305,"3^2*5^1*29^1",3,4186,"2^1*7^1*13^1*23^1",4,5491,"17^2*19^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,1334,"2^1*23^1*29^1",3,5491,"17^2*19^1",2,6825,"3^1*5^2*7^1*13^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1421,"7^2*29^1",2,3519,"3^2*17^1*23^1",3,4940,"2^2*5^1*13^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1482,"2^1*3^1*13^1*19^1",4,19343,"23^1*29^2",2,20825,"5^2*7^2*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1521,"3^2*13^2",2,362500,"2^2*5^5*29^1",3,364021,"7^2*17^1*19^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1539,"3^4*19^1",2,35581,"7^1*13^1*17^1*23^1",4,37120,"2^8*5^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1547,"7^1*13^1*17^1",3,10005,"3^1*5^1*23^1*29^1",4,11552,"2^5*19^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,1587,"3^1*23^2",2,1883413,"7^3*17^2*19^1",3,1885000,"2^3*5^4*13^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1615,"5^1*17^1*19^1",3,7056,"2^4*3^2*7^2",3,8671,"13^1*23^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1653,"3^1*19^1*29^1",3,3430,"2^1*5^1*7^3",3,5083,"13^1*17^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,1715,"5^1*7^3",2,164749,"13^1*19^1*23^1*29^1",4,166464,"2^6*3^2*17^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,1805,"5^1*19^2",2,30682,"2^1*23^2*29^1",3,32487,"3^1*7^2*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,1972,"2^2*17^1*29^1",3,2480625,"3^4*5^4*7^2",3,2482597,"13^1*19^2*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,2001,"3^1*23^1*29^1",3,4459,"7^3*13^1",2,6460,"2^2*5^1*17^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,2001,"3^1*23^1*29^1",3,151424,"2^7*7^1*13^2",3,153425,"5^2*17^1*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,2125,"5^3*17^1",2,81627,"3^1*7^1*13^2*23^1",4,83752,"2^3*19^2*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,2185,"5^1*19^1*23^1",3,139944,"2^3*3^1*7^3*17^1",4,142129,"13^2*29^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,2204,"2^2*19^1*29^1",3,8625,"3^1*5^3*23^1",3,10829,"7^2*13^1*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,2261,"7^1*17^1*19^1",3,520000,"2^6*5^4*13^1",3,522261,"3^3*23^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,2320,"2^4*5^1*29^1",3,1159893,"3^3*7^1*17^1*19^2",4,1162213,"13^3*23^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,2527,"7^1*19^2",2,3128,"2^3*17^1*23^1",3,5655,"3^1*5^1*13^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,2565,"3^3*5^1*19^1",3,1083208,"2^3*7^1*23^1*29^2",4,1085773,"13^1*17^4",2
588153930,"2*3*5*7*13*17*19*23*29",9,2645,"5^1*23^2",2,32851,"7^1*13^1*19^2",3,35496,"2^3*3^2*17^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,2668,"2^2*23^1*29^1",3,2215457,"17^1*19^4",2,2218125,"3^1*5^4*7^1*13^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,2737,"7^1*17^1*23^1",3,16055,"5^1*13^2*19^1",3,18792,"2^3*3^4*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,2925,"3^2*5^2*13^1",3,240787,"19^2*23^1*29^1",3,243712,"2^11*7^1*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3045,"3^1*5^1*7^1*29^1",4,3211,"13^2*19^1",2,6256,"2^4*17^1*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3125,"5^5",1,758727,"3^4*17^1*19^1*29^1",4,761852,"2^2*7^2*13^2*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,3128,"2^3*17^1*23^1",3,10647,"3^2*7^1*13^2",3,13775,"5^2*19^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3174,"2^1*3^1*23^2",3,156065,"5^1*7^4*13^1",3,159239,"17^2*19^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3185,"5^1*7^2*13^1",3,268192,"2^5*17^2*29^1",3,271377,"3^3*19^1*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,3332,"2^2*7^2*17^1",3,16675,"5^2*23^1*29^1",3,20007,"3^4*13^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3364,"2^2*29^2",2,86411,"13^1*17^2*23^1",3,89775,"3^3*5^2*7^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,3519,"3^2*17^1*23^1",3,89600,"2^9*5^2*7^1",3,93119,"13^2*19^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,3757,"13^1*17^2",2,4508,"2^2*7^2*23^1",3,8265,"3^1*5^1*19^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4046,"2^1*7^1*17^2",3,59319,"3^3*13^3",2,63365,"5^1*19^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4096,"2^12",1,102309129,"3^3*13^1*19^1*23^2*29^1",5,102313225,"5^2*7^2*17^4",3
588153930,"2*3*5*7*13*17*19*23*29",9,4225,"5^2*13^2",2,29792,"2^5*7^2*19^1",3,34017,"3^1*17^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4437,"3^2*17^1*29^1",3,8303,"19^2*23^1",2,12740,"2^2*5^1*7^2*13^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4459,"7^3*13^1",2,7866,"2^1*3^2*19^1*23^1",4,12325,"5^2*17^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,4459,"7^3*13^1",2,670016,"2^6*19^2*29^1",3,674475,"3^1*5^2*17^1*23^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,4669,"7^1*23^1*29^1",3,7605,"3^2*5^1*13^2",3,12274,"2^1*17^1*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,4693,"13^1*19^2",2,248675,"5^2*7^3*29^1",3,253368,"2^3*3^4*17^1*23^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4845,"3^1*5^1*17^1*19^1",4,10933,"13^1*29^2",2,15778,"2^1*7^3*23^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,4901,"13^2*29^1",2,25024,"2^6*17^1*23^1",3,29925,"3^2*5^2*7^1*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4913,"17^3",1,144495,"3^2*5^1*13^2*19^1",4,149408,"2^5*7^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4913,"17^3",1,240787,"19^2*23^1*29^1",3,245700,"2^2*3^3*5^2*7^1*13^1",5
588153930,"2*3*5*7*13*17*19*23*29",9,4959,"3^2*19^1*29^1",3,188416,"2^13*23^1",2,193375,"5^3*7^1*13^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,4959,"3^2*19^1*29^1",3,2279921,"7^3*17^2*23^1",3,2284880,"2^4*5^1*13^4",3
588153930,"2*3*5*7*13*17*19*23*29",9,5320,"2^3*5^1*7^1*19^1",4,439569,"3^2*13^2*17^2",3,444889,"23^2*29^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,5831,"7^3*17^1",2,6175,"5^2*13^1*19^1",3,12006,"2^1*3^2*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,5887,"7^1*29^2",2,4562625,"3^1*5^3*23^3",3,4568512,"2^6*13^1*17^2*19^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,6032,"2^4*13^1*29^1",3,151725,"3^1*5^2*7^1*17^2",4,157757,"19^3*23^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,6048,"2^5*3^3*7^1",3,171925,"5^2*13^1*23^2",3,177973,"17^1*19^2*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,6080,"2^6*5^1*19^1",3,5536951,"7^2*17^3*23^1",3,5543031,"3^1*13^3*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,6137,"17^1*19^2",2,8073,"3^3*13^1*23^1",3,14210,"2^1*5^1*7^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,6409,"13^1*17^1*29^1",3,12635,"5^1*7^1*19^2",3,19044,"2^2*3^2*23^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,6591,"3^1*13^3",2,2902784,"2^8*17^1*23^1*29^1",4,2909375,"5^5*7^2*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,6859,"19^3",1,209916,"2^2*3^2*7^3*17^1",4,216775,"5^2*13^1*23^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,6877,"13^1*23^2",2,22040,"2^3*5^1*19^1*29^1",4,28917,"3^5*7^1*17^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,6877,"13^1*23^2",2,495635,"5^1*7^3*17^2",3,502512,"2^4*3^1*19^2*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,7475,"5^2*13^1*23^1",3,8352,"2^5*3^2*29^1",3,15827,"7^2*17^1*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,7888,"2^4*17^1*29^1",3,419175,"3^6*5^2*23^1",3,427063,"7^1*13^2*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,7889,"7^3*23^1",2,13600,"2^5*5^2*17^1",3,21489,"3^1*13^1*19^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,8075,"5^2*17^1*19^1",3,18837,"3^2*7^1*13^1*23^1",4,26912,"2^5*29^2",2
588153930,"2*3*5*7*13*17*19*23*29",9,8125,"5^4*13^1",2,26588,"2^2*17^2*23^1",3,34713,"3^2*7^1*19^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,8500,"2^2*5^3*17^1",3,157757,"19^3*23^1",2,166257,"3^2*7^2*13^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,8671,"13^1*23^1*29^1",3,10880,"2^7*5^1*17^1",3,19551,"3^1*7^3*19^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,8775,"3^3*5^2*13^1",3,300713,"7^2*17^1*19^2",3,309488,"2^4*23^1*29^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,8993,"17^1*23^2",2,377055,"3^4*5^1*7^2*19^1",4,386048,"2^10*13^1*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,9425,"5^2*13^1*29^1",3,33534,"2^1*3^6*23^1",3,42959,"7^1*17^1*19^2",3
588153930,"2*3*5*7*13*17*19*23*29",9,9802,"2^1*13^2*29^1",3,231173,"19^1*23^3",2,240975,"3^4*5^2*7^1*17^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,10051,"19^1*23^2",2,10179,"3^3*13^1*29^1",3,20230,"2^1*5^1*7^1*17^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,10051,"19^1*23^2",2,10829,"7^2*13^1*17^1",3,20880,"2^4*3^2*5^1*29^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,10051,"19^1*23^2",2,4822335,"3^9*5^1*7^2",3,4832386,"2^1*13^2*17^1*29^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,10350,"2^1*3^2*5^2*23^1",4,26999,"7^2*19^1*29^1",3,37349,"13^3*17^1",2
588153930,"2*3*5*7*13*17*19*23*29",9,10469,"19^2*29^1",2,100096,"2^8*17^1*23^1",3,110565,"3^5*5^1*7^1*13^1",4
588153930,"2*3*5*7*13*17*19*23*29",9,10557,"3^3*17^1*23^1",3,23750,"2^1*5^4*19^1",3,34307,"7^1*13^2*29^1",3
588153930,"2*3*5*7*13*17*19*23*29",9,10625,"5^4*17^1",2,130663,"13^1*19^1*23^2",3,141288,"2^3*3^1*7^1*29^2",4
588153930,"2*3*5*7*13*17*19*23*29",9,10935,"3^7*5^1",2,126293,"17^2*19^1*23^1",3,137228,"2^2*7^1*13^2*29^1",4
